0.00010151384682158116	1.325167396796249e-12
0.0002528927496618024	2.652044371670108e-13
0.0005143468890992574	7.32198476600233e-14
0.0010461063936387125	3.847271527445797e-14
0.0019224272701937302	3.275547055811049e-14
0.003909936078697604	4.5187866190584037e-14
0.007185280376939007	1.9223957371358256e-13
0.014613810060299761	1.828136979449564e-12
0.019810730472953793	9.134792569547156e-12
0.03289492301852897	3.886150813418283e-11
0.04935277559641347	3.6956053701579797e-10
0.08194830353232793	4.1278178431143654e-9
0.10037633198411597	1.7560686295317395e-8
