0.00002729357598076951	5.10487526935172e-8
0.00003812828649553011	7.22849894693556e-9
0.000066645744616825	8.235986123018247e-10
0.00011653034734100844	1.2426216351363698e-10
0.00020378032443820298	2.097705628952796e-11
0.0003680614059130161	4.4377983974537695e-12
0.0006756534824462786	1.1117072932328416e-12
0.0016289894854909866	3.1437204973903575e-13
0.003091585652378529	2.29166782149901e-13
0.005334971511539294	4.0903439011440725e-13
0.010145472618946095	1.7005666208177015e-12
0.016973933562334023	7.877689528446544e-12
0.03078386729713125	5.734099493408091e-11
0.06152121719185077	9.191070425130242e-10
0.11343649188965757	1.0490305556872773e-8
0.22316967908715232	2.2254531721648026e-7
0.3799767567549867	0.0000037535898228160058
0.5166218112926293	0.00003791277164743528
